kind,source,external_id,title,company,vertical,adobe_tools,budget,salary,location,posted_at,url,description
task,freelancer,40489519,Product foto coete infamtil  Photography Needed  - 03/06/2026 15:22 EDT,,"Automotive, Industrial & Agriculture",Photoshop; Lightroom,$250–$750 USD,,Remote,2026-06-03,https://www.freelancer.com/projects/adobe-lightroom/Product-foto-coete-infamtil-Photography-40489519,"I’m looking for a skilled photographer who can deliver clean, conversion-ready product shots for my online store. The assignment is strictly product photography; no portrait or event work is involved. Images will be used on an e-commerce website, so consistency, sharp detail, and accurate color are critical.

Scope  
• Photograph each item on a plain, well-lit background (pure white or very light grey preferred).  
• Provide a mix of angles—front, side, back, close-up of key features—so every product feels tangible to shoppers.  
• Retouch for dust, fingerprints, and color balance while keeping the item’s true appearance.  
• Supply final files in high-resolution JPEG (web-ready 2000 px wide) plus layered PSD or PNG with transparent background for future edits.  
• Include a simple naming convention linked to SKU numbers so I can upload quickly to the site.

Logistics  
I can ship products to your studio anywhere within the country, or if you’re local to me (Barcelona area) I’m happy to drop them off and pick them up. Turnaround of the first proofs within a week of receiving the items would be ideal, with finals delivered two to three days after approval.

Acceptance Criteria  
1. All images meet marketplace standards (crisp focus, no harsh shadows, no watermark).  
2. Color matches the actual product under daylight-balanced conditions.  
3. File names correspond exactly to the product SKUs provided.  
4. Full usage rights are transferred upon final payment.

When you reply, please share a link to your product portfolio and outline your typical workflow so I can gauge fit and schedule. Looking forward to seeing how you can make my catalog stand out."
task,freelancer,40478240,Product foto coete infamtil  Photography Needed,,"Automotive, Industrial & Agriculture",Photoshop; Lightroom,$250–$750 USD,,Remote,2026-05-29,https://www.freelancer.com/projects/adobe-lightroom/Product-foto-coete-infamtil-Photography,"I’m looking for a skilled photographer who can deliver clean, conversion-ready product shots for my online store. The assignment is strictly product photography; no portrait or event work is involved. Images will be used on an e-commerce website, so consistency, sharp detail, and accurate color are critical.

Scope  
• Photograph each item on a plain, well-lit background (pure white or very light grey preferred).  
• Provide a mix of angles—front, side, back, close-up of key features—so every product feels tangible to shoppers.  
• Retouch for dust, fingerprints, and color balance while keeping the item’s true appearance.  
• Supply final files in high-resolution JPEG (web-ready 2000 px wide) plus layered PSD or PNG with transparent background for future edits.  
• Include a simple naming convention linked to SKU numbers so I can upload quickly to the site.

Logistics  
I can ship products to your studio anywhere within the country, or if you’re local to me (Barcelona area) I’m happy to drop them off and pick them up. Turnaround of the first proofs within a week of receiving the items would be ideal, with finals delivered two to three days after approval.

Acceptance Criteria  
1. All images meet marketplace standards (crisp focus, no harsh shadows, no watermark).  
2. Color matches the actual product under daylight-balanced conditions.  
3. File names correspond exactly to the product SKUs provided.  
4. Full usage rights are transferred upon final payment.

When you reply, please share a link to your product portfolio and outline your typical workflow so I can gauge fit and schedule. Looking forward to seeing how you can make my catalog stand out."
task,freelancer,40493240,Professional Car Service Social media Ad,,"Automotive, Industrial & Agriculture",After Effects,$10–$30 USD,,Remote,2026-06-05,https://www.freelancer.com/projects/social-media-marketing/Professional-Car-Service-Social-media,"I am looking for a long-term content creator and video editor for my automotive business.

The work will be project-based. I will provide photos, videos, vehicle information, service details, logos and branding materials. Your job will be to transform that content into professional marketing materials for Facebook, Instagram, TikTok and other social media platforms.

Typical projects may include:

• ECU tuning and diagnostics services
• EGR OFF, DPF OFF, AdBlue OFF solutions
• Vehicle diagnostics and repair services
• Individual customer vehicle showcases
• Service promotions and special offers
• General workshop branding content

What I need:

• Professional social media videos (15–60 seconds)
• Facebook and Instagram posts
• Reels and TikTok content
• Story designs
• Advertising creatives
• High-quality image editing and photo enhancement
• Motion graphics when appropriate
• Professional captions and text placement

Important:

Each project will be different. Sometimes I will provide content from a single vehicle and need a dedicated advertisement for that vehicle. Other times I may provide photos and videos from multiple vehicles and services, and I will need a general promotional campaign.

I am looking for someone who can independently select the best photos, clips and angles, recommend improvements, and create modern automotive marketing content that looks professional and trustworthy.

Please provide examples of previous automotive-related work, social media advertisements, reels, short-form videos or workshop/service promotions.

This is intended to become a long-term collaboration with ongoing work for the right freelancer."
task,freelancer,40484144,Apparel Designer & Tech Pack Specialist,,"Automotive, Industrial & Agriculture",Photoshop; Illustrator,₹750–₹1250 INR /hr,,Remote,2026-06-04,https://www.freelancer.com/projects/fashion-design/Apparel-Designer-Tech-Pack-Specialist,"I’m building a new clothing line specializing in premium and luxury apparel, featuring high-quality fabrics, double-color T-shirts, intricate embroidery work, and premium shirts. Our brand focuses on exceptional craftsmanship, comfort, and timeless designs that offer a sophisticated fashion experience. 

I need a designer who can take my ideas all the way from mood-board creation to factory-ready documents. The first drop will center on oversized T-shirts, polo T-shirts, and both casual and formal shirts. Your portfolio should demonstrate strength in these silhouettes combined with luxury craftsmanship.

Deliverables:
• A complete tech pack including measurements, tolerances, fabric details, trims, stitching, artwork placement, labels, and QC points. It must be in a format that manufacturers can directly follow.
• Trend awareness and expertise in creating premium streetwear graphics.
• Ability to translate prints into DTF, puff print (3D raised effect), high-density graphics, or embroidery stitches as needed.

Ideal Candidate:
• Proficiency with Adobe Illustrator or similar tools for layered and production-ready files.
• Consistency in reflecting the brand's luxury vision throughout all designs.

To move forward:
Send a detailed project proposal outlining:
• Your approach to concept development, artwork creation (print/embroidery), and tech pack assembly.
• File formats and mock-up examples you use.
• Timelines for draft delivery and final outputs along with your revision policy.

Please attach or link past work showcasing expertise with similar high-end garments. I’m ready to discuss milestones after reviewing your proposals."
task,freelancer,40483200,Zapu Roadside Assistance Mobile App Desing,,"Automotive, Industrial & Agriculture",Illustrator,$750–$1500 USD,,Remote,2026-06-01,https://www.freelancer.com/projects/flutter/Zapu-Roadside-Assistance-Mobile-App,"We are building Zapu, a roadside assistance mobile application that connects drivers in need with service providers for battery replacement, tire change, and general roadside assistance services.
We need a skilled FlutterFlow developer with strong UI/UX design and branding/logo design skills to build a complete 3-part system.
What We Need (3 Deliverables)
1. Client App (iOS & Android)
User registration & login (phone/email/social)
Request roadside assistance (battery, tire, general)
Real-time GPS location sharing
Live tracking of service provider
In-app payment integration
Service history & receipts
Ratings & reviews for providers
Push notifications
2. Business/Provider App (iOS & Android)
Service provider registration & verification
Accept/reject incoming service requests
Navigation to customer location
Update job status (en route, arrived, completed)
Earnings dashboard
Availability toggle (online/offline)
3. Admin Web Portal
Dashboard with analytics & metrics
User & provider management
Service request monitoring
Payment & commission management
Content management
Support ticket system
Design Requirements
Logo & Branding: Modern, trustworthy, automotive-themed logo + complete brand guidelines (colors, typography, icons)
UI/UX Design: Clean, intuitive, mobile-first designs for all apps and the admin portal
Design Tools: Figma preferred for UI/UX deliverables
Technical Requirements
Built entirely in FlutterFlow
Responsive design for all screen sizes
Clean, scalable database structure (Firebase/Supabase)
Integration-ready for payment gateways & maps APIs"
task,freelancer,40484485,Trailforge Moto Apparel Graphic Designer,,"Automotive, Industrial & Agriculture",Photoshop; Illustrator,$30–$250 USD,,Remote,2026-06-01,https://www.freelancer.com/projects/adobe-illustrator/Trailforge-Moto-Apparel-Graphic-Designer,"I’m looking for a graphic designer/illustrator for Trailforge Moto, a dirt bike apparel brand focused on woods riding, singletrack, enduro, hard enduro, two-strokes, and trail culture.

The designer must have real experience or strong familiarity with moto/enduro/dirt bike culture. I do not want generic motorcycle graphics, AI-looking art, random motocross clipart, or designs that feel like they were made by someone who does not understand the sport.

I need someone who can create finished apparel graphics for T-shirts, hoodies, and hats. Style direction is rugged, clean, technical, moto-inspired, and wearable — not overly cheesy or generic.

Examples of themes I may need:

* 300 two-stroke / woods bike concepts
* Expansion chambers, engines, tools, trail details
* Technical diagram / blueprint style artwork
* Factory-inspired moto graphics
* Singletrack / woods riding / enduro culture
* Bold back prints with smaller front chest graphics

Deliverables should include:

* Print-ready artwork
* Transparent PNG files
* Vector or layered source files, such as AI, EPS, PSD, or SVG
* Commercial usage rights
* Revisions included

Please include portfolio examples that show dirt bike, moto, off-road, racing, powersports, streetwear, or apparel design work. If you do not have any moto/enduro-related examples, please explain your experience with the culture or why you are a good fit.

This will start with one design, but I am looking for someone I can work with long-term if the style is right."
task,freelancer,40477960,Oil & Gas Brochure Design,,"Automotive, Industrial & Agriculture",Photoshop; InDesign,$10–$30 USD,,Remote,2026-05-29,https://www.freelancer.com/projects/print-design/Oil-Gas-Brochure-Design,"I have all the written content ready for our new startup’s company brochure and now need an experienced brochure designer who can turn it into a polished, professional-looking booklet. The tone we want is unmistakably corporate—think clean grids, confident typography, and imagery that speaks to decision-makers in the Oil & Gas sector.

Here is what I will supply the moment we begin: final copy, high-resolution photos, and a preferred color scheme to guide the palette. Your role is to handle the full layout, populate every page with the supplied assets, and fine-tune the visuals so the finished piece feels cohesive and investor-ready.

Because this brochure will be printed and distributed at industry events, it must be delivered in a booklet format. I’ll need both press-ready PDF files and the open working files (Adobe InDesign or an equivalent pro layout tool). Past experience designing corporate brochures—ideally for energy, industrial, or similarly technical fields—is essential; please include samples that demonstrate you have handled multi-page, content-heavy pieces before.

Acceptance criteria:  
• A complete, print-ready booklet PDF with proper bleeds and CMYK colors  
• All packaged source files, fonts, and linked images  
• Page order, section hierarchy, and branding details matching the provided brief and color guidance  
• Two rounds of revisions incorporated promptly after review  

If this aligns with your portfolio, I’m ready to get started right away."
task,freelancer,40491038,AI Car Photo Editing,,"Automotive, Industrial & Agriculture",Photoshop; Illustrator,$10–$30 AUD,,Remote,2026-06-04,https://www.freelancer.com/projects/ai-image-editing/Car-Photo-Editing,"I have several car shots that need a fresh, eye-catching presentation right away. First, I want the original backgrounds removed cleanly and replaced with a different scene—something outside the typical plain colour, city, or nature options. I’ll share visual references for the exact setting as soon as we connect. Also looking for someone not to charge over $15 per photo so I can build a work relationship with the individual and commit to further projects

Beyond the background swap, I also need a few custom touches on the vehicles themselves. Think subtle paint and reflection tweaks, removal of minor blemishes, or any small adjustments that make each car look showroom-ready. Feel free to suggest additional refinements if they improve realism.

Please work with high-resolution files and keep all edges razor-sharp; no halos, mismatched lighting, or colour casts. A fast turnaround is crucial, so only take this on if you can start immediately and deliver final files within the next day.

Deliverables
• High-res JPG/PNG images with seamless new backgrounds  
• Layered PSD (or equivalent) files so I can re-edit if needed  
• Consistent dimensions and colour profile across every image

Tools such as Adobe Photoshop, Generative Fill, or similar AI-assisted editors are perfectly fine as long as the final result looks natural. Let me know how quickly you can begin and how many revisions are included—speed and polish are both important here."
task,freelancer,40492398,Isla Fortnite estilo Valorant 40,,"Automotive, Industrial & Agriculture",Photoshop,€8–€30 EUR,,Remote,2026-06-05,https://www.freelancer.com/projects/game-design/Isla-Fortnite-estilo-Valorant,"Necesito una isla en Fortnite Creative que funcione como Battle Royale para 40 jugadores y otorgue experiencia conforme se juega: cuanto más tiempo permanezcan los jugadores dentro de la partida, más XP deberían recibir de forma automática.

Mi objetivo es crear y consolidar una comunidad, por lo que la experiencia debe ser divertida, visualmente atractiva y estable. Quiero que el mapa combine lo mejor de Valorant dentro del entorno de Fortnite, reuniendo en un mismo escenario los rasgos futuristas urbanos, las zonas naturales y las instalaciones industriales que caracterizan a los distintos mapas de ese juego.

Entregables clave
• Mapa Battle Royale completo y publicable (40 jugadores).  
• Sistema de progresión de experiencia escalonada por tiempo de juego.  
• Diseño visual inspirado en Valorant, con texturas, colores y señalética reconocibles.  
• Estructura del terreno y de los edificios que refleje la disposición estratégica de los mapas de Valorant.  
• Elementos interactivos (puertas, cuerdas, activadores, etc.) que enriquezcan la jugabilidad.  
• Optimización para mantener el rendimiento y los FPS estables en consolas y PC.  
• Código de isla listo para compartir y documentación breve de cómo gestionar futuras actualizaciones.

Si ya has trabajado con la herramienta UEFN o proyectos similares, menciónalo al presentar tu propuesta. Busco una solución pulida y lista para que la comunidad la empiece a disfrutar cuanto antes."
task,freelancer,40481360,14-Page Franchise Prospectus Design,,"Automotive, Industrial & Agriculture",Illustrator; InDesign,£20–£250 GBP,,Remote,2026-05-31,https://www.freelancer.com/projects/content-writing/Page-Franchise-Prospectus-Design,"I’m looking for a designer-writer team that can turn our agriculture franchise story into a polished, 14-page prospectus aimed squarely at attracting new franchisees. We already have a full set of branding guidelines—logo usage, colour palette, fonts, image style—so every spread should stay on brand while still feeling fresh and impactful.

Scope of work
• Structure and layout the complete 14-page document, balancing copy, imagery and white space so it reads smoothly both on-screen and in print.  
• Craft or refine persuasive copy that highlights our market opportunity, support systems, training programme and projected returns—everything a potential franchisee needs to say “yes”.  
• Develop clear infographics and tables for key numbers and timelines.  
• Supply final files as press-ready PDF plus an editable source file (InDesign or Illustrator preferred).

Acceptance criteria
• Design adheres 100 % to the supplied brand guidelines.  
• All text is error-free, investor-friendly and targeted to prospects with no prior agriculture background.  
• Visuals remain crisp when printed at A4 and when viewed on tablets.  
• Delivery of both final and editable files within the agreed timeframe.

I’ll provide the raw content outline, brand assets and high-resolution photos the moment we kick off. Let me know your estimated turnaround time and any portfolio pieces that show similar franchise or investment brochures you’ve completed."
