Task code,Task name,Family,Legacy ID,Client brief,Outputs,Assets,Auto verifiers,Human verifiers,S3 prefix,Review page,Release status
SB3-084-MOT,Sable and Finch Realty - Property listing tour package,Motion & Audio,MOTION-04,"For Sable and Finch, the tour needs to help a buyer understand the house, not simply admire a sequence of rooms. Please establish the property, move through the rooms in a plausible order and end with the viewing action. The short upright version can be more selective, but must not imply that two different properties are one home. Keep the broker's wording tied to the listing facts. The open-house cards belong to the same package and must use the correct details for each listing.

Scope
1. Property listing tour: 1 named export. The room sequence is spatially understandable. The narration does not invent property features.
2. Vertical property tour: 1 named export. The key rooms remain recognisable.
3. Listing open-house card: 13 named exports. The listing details agree with the supplied facts.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,25,112,185,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-084-MOT__sable-and-finch-realty-property-listing-tour-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-04,held
SB3-085-MOT,Sterling Row - Residence launch film and viewing package,Motion & Audio,MOTION-05,"Sterling Row is a nine-residence warehouse conversion. We are looking for a restrained launch film and viewing brochure, with a shorter upright teaser for the broker's channel. The interiors should stay warm against the blue-hour glazing, without drifting into a different colour world from shot to shot. Use the broker's supplied read where it supports the sequence. Please keep the building and residence details truthful. The eight prepared hero photographs, brochure and film cover should feel like a considered property presentation, not unrelated exports from a video edit.

What we need back
- Residence launch film: 1 named export. The room progression describes the supplied residences. The narration completes its intended message.
- Residence vertical teaser: 1 named export. The development identity is clear. The teaser ends on the approved viewing action.
- Blue-hour residence hero: 8 named exports. The photograph remains faithful to the actual residence. The interior warmth is consistent with the approved blue-hour look.
- Residence viewing brochure: 1 named export. The development facts match the specification sheet. The brochure makes the viewing action clear.
- Residence film cover: 1 named export. The development name is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",14,17,69,57,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-085-MOT__sterling-row-venue-opening-film-and-teaser/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-05,held
SB3-086-MOT,Meridian Academy - Lesson video package,Motion & Audio,MOTION-06,"We are preparing a worked lesson excerpt from Meridian Academy's Operations Analytics programme. Choose a complete teaching unit: the learner should see the setup, follow the example and reach the conclusion. Removing pauses is useful only if it does not remove the thinking time needed to understand the screen. The spoken explanation, board or interface and captions must agree. Deliver a proper lesson video and its cover. The release pack must contain a complete authorised explanation; a silent five-second visual cannot stand in for a lesson.

The commission

 Worked lesson excerpt: 1 named export. The worked example reaches its stated conclusion. The board or screen text is readable. The captions follow the spoken explanation.

 Lesson cover: 1 named export. The lesson number is correct. The topic is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",3,10,18,18,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-086-MOT__meridian-academy-lesson-video-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-06,held
SB3-087-MOT,Norvant - Product explainer motion system,Motion & Audio,MOTION-07,"Norvant needs an explainer for its March release that a finance or operations buyer can follow without a sales call. Set up the problem, show the actual product behaviour, and close on the approved next step. The interface must remain readable, including in the short upright adaptation. Please avoid decorative motion that makes the demonstration harder to understand. Use the cleared script and real product states supplied in the pack, not invented capabilities. We also need a cover that describes the same product story.

Deliverables
1. Product explainer: 1 named export. The demonstration supports the stated product claim. The setup is understandable before the demonstration. The ending gives the approved next action.
2. Explainer platform cut: 1 named export. The product function remains understandable.
3. Explainer cover: 1 named export. The product is identified accurately.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",4,18,29,24,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-087-MOT__norvant-product-explainer-motion-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-07,held
SB3-088-MOT,SentinelMesh - Product demo and narration package,Motion & Audio,MOTION-08,"SentinelMesh is presenting its product to security buyers. We need a narrated demonstration, a shorter square cut and the accompanying website panels. Precision matters more than spectacle: each screen state should support what the narration is saying at that moment. Do not introduce a metric or security promise that is not in the approved messaging. The website panels should use the same product evidence and hierarchy as the film. Please leave enough time for someone to read the meaningful interface details.

Please prepare
- Product demo master: 1 named export. The shown UI state supports the narration. The claim wording matches approved messaging. The closing action is clear.
- Product demo feed cut: 1 named export. The feature demonstration remains readable.
- Product website band: 1 named export. The UI content remains faithful to the supplied capture. The product identity is clear.
- Website feature panel: 1 named export. The benefit uses approved messaging.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",6,19,36,33,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-088-MOT__sentinelmesh-product-demo-and-narration-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-08,held
SB3-089-MOT,Voltcast - Podcast short and audio treatment,Motion & Audio,MOTION-09,"Please turn a complete spoken idea from the Voltcast episode into wide, upright and square excerpts. We want people to recognise the conversation, not see isolated reactions edited to suggest a different opinion. Keep the correct speaker attribution and accurate captions, and give the episode a readable cover. A source recording with intelligible speech and enough conversational context is required before this commission can be released. There is no licence to manufacture a quote from silent footage.

Final handoff

 Podcast excerpt: 1 named export. The excerpt contains one complete spoken idea. The speaker identity is correct. Captions preserve the spoken wording.

 Podcast upright excerpt: 1 named export. The active speaker remains visible.

 Podcast square excerpt: 1 named export. The speaker labels remain readable.

 Podcast episode cover: 1 named export. The episode number is correct.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",5,21,40,31,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-089-MOT__voltcast-podcast-short-and-audio-treatment/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-09,held
SB3-090-MOT,DAYDRIFT - Vertical interview short series,Motion & Audio,MOTION-10,"DAYDRIFT needs three interview shorts that still feel like our unhurried show. Each one should express a complete idea, with a natural beginning and a finish that does not cut the guest off. Use pacing and framing to help attention rather than adding effects over every pause. The captions must preserve the guest's wording. Pair each short with its own cover topic. The source conversation, speaker permissions and transcript need to be present in the pack; the editor is not being asked to invent the interview.

Scope
1. Interview short: 3 named exports. The excerpt expresses a complete idea. The caption wording matches the speech. The speaker attribution is accurate.
2. Interview short cover: 3 named exports. The cover topic matches its short.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",7,8,48,47,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-090-MOT__daydrift-vertical-interview-short-series/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-10,held
SB3-091-MOT,STATIC FOX - Thumbnail and animated channel package,Motion & Audio,MOTION-11,"STATIC FOX needs a small channel package: six distinct thumbnails and a short animated title-to-end-card sequence. The thumbnails have to read quickly in a crowded feed, with the title and mascot competing neither with each other nor with the main action. Keep the channel's rough-edged humour, but make the hierarchy deliberate. The animation should have an intentional reveal and a useful final hold. This is authored motion from the supplied identity, not a request to pad out unrelated gameplay footage.

What we need back
- Channel thumbnail: 6 named exports. The title is readable at 320 px width. The mascot silhouette is recognisable.
- Animated channel title and end card: 1 named export. The animation has deliberate timing. The title remains readable during its hold. The final frame is a usable end card.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",8,11,37,52,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-091-MOT__static-fox-thumbnail-and-animated-channel-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-11,held
SB3-092-MOT,NIGHTFORM - Low Beam music release package,Motion & Audio,MOTION-12,"Low Beam is the next NIGHTFORM release. We need a teaser, an upright cut and cover artwork that feel like one release. Let the picture respond to the actual track, including how the excerpt arrives and finishes; a random music bed will not do. Keep the artist and release information accurate and the atmosphere controlled. The cleared track excerpt must be supplied before the edit begins. Any new supporting footage must follow the same approved visual direction rather than replacing the performer with a different person.

The commission

 Low Beam release teaser: 1 named export. The picture rhythm responds to the supplied track. The excerpt ends on a coherent musical phrase. The release details are accurate.

 Music release vertical cut: 1 named export. The performer remains recognisable. The release action is readable.

 Music release cover: 1 named export. The artist and track names are correct.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",4,7,29,25,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-092-MOT__nightform-low-beam-music-release-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-12,held
SB3-093-MOT,Emberline - Food channel thumbnail and motion package,Motion & Audio,MOTION-13,"Emberline needs a programme promo for the next food-show release, along with an upright cut, thumbnail and segment cards. The host should feel welcoming, the featured dish should look appetising, and the viewer should understand what is on the programme. Follow the approved rundown and actual spoken introduction. The card content must match the relevant segment. We need a design system the team can reuse without making every future episode look identical.

Deliverables
1. Food-show programme promo: 1 named export. The host introduction is intelligible. The sequence follows the approved rundown.
2. Food-show vertical promo: 1 named export. The featured dish remains recognisable.
3. Food-show thumbnail: 1 named export. The programme title is readable.
4. Programme segment card: 9 named exports. The card content matches the segment.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",14,16,68,106,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-093-MOT__emberline-food-channel-thumbnail-and-motion-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-13,held
SB3-094-MOT,Halden Diaries - Season recap video package,Motion & Audio,MOTION-14,"We are closing season two of The Halden Diaries. Please make a short recap that feels like Nate's own channel, not a dramatic trailer imposed on a quiet personal series. Select moments that add up to a season-level story, preserve the intimacy of the supplied voiceover and give the edit a clear ending. The upright recap and three episode covers should belong to the same season. Keep any sponsor wording exactly as cleared.

Please prepare
- Season recap: 1 named export. The sequence communicates a season-level story. The voiceover is intelligible.
- Vertical season recap: 1 named export. The narrative remains coherent in the shorter edit.
- Season episode cover: 3 named exports. The episode title matches the approved copy.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",6,21,37,35,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-094-MOT__halden-diaries-season-recap-video-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-14,held
SB3-095-MOT,Anvil and Oak Strength - Movement coaching clip library,Motion & Audio,MOTION-15,"Anvil and Oak needs a usable coaching library, with wide and upright versions of each listed movement. A viewer must be able to see a complete repetition and understand the corresponding cue. Do not cut away from the part of the action that makes the instruction meaningful. The camera framing, voice and movement names need to agree across the library. Use the approved coaching copy and supplied demonstrations; missing movement coverage must be repaired in the source pack before this becomes a participant task.

Final handoff

 Movement coaching demonstration: 6 named exports. The movement is shown through one complete repetition. The cue matches the action on screen. The instruction follows the cleared coaching script.

 Vertical movement demonstration: 6 named exports. The entire relevant movement remains in frame. The coaching cue is intelligible.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",12,28,132,102,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-095-MOT__anvil-and-oak-strength-movement-coaching-clip-library/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-15,held
SB3-096-MOT,Vitale Labs - Wellness editorial video package,Motion & Audio,MOTION-16,"For The Balance Brief, please prepare three editorial excerpts with upright adaptations. Each should make one cleared point without losing the qualification that makes it accurate. Keep the presenter credible and the delivery calm. Captions must follow the authorised speech and must not introduce a stronger health claim. We need complete, attributable spoken material before the edit begins. A title card stating a claim is not a substitute for an actual editorial excerpt.

Scope
1. Wellness editorial excerpt: 3 named exports. The excerpt preserves the speaker's qualification. The speech is intelligible. The captions contain no new health claim.
2. Vertical editorial excerpt: 3 named exports. The complete editorial point survives the crop. The speaker attribution is accurate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",6,19,66,51,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-096-MOT__vitale-labs-wellness-editorial-video-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-16,held
SB3-097-MOT,Pulsevault - Event recap package,Motion & Audio,MOTION-17,"Pulsevault needs a recap of Saturday's night while people still remember being there, plus a cover and next-event announcement. Make it feel like our room and our crowd, not a generic festival montage. The music needs to support the edit and be cleared for the intended use. Use the approved next-date file for the closing card and announcement. Any replacement source material must represent the event honestly; do not substitute stock attendees and pass them off as ours.

What we need back
- Saturday event recap: 1 named export. The sequence represents the supplied event. The final card gives the correct next-event date.
- Event recap cover: 1 named export. The event identity is readable.
- Next-event announcement: 1 named export. The date matches the approved next-date file. The ticket action remains in the safe area.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",5,24,25,25,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-097-MOT__pulsevault-event-recap-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-17,held
SB3-098-MOT,Velvet Hour - Social film and story cutdowns,Motion & Audio,MOTION-18,"Velvet Hour needs a performance-led social film, an upright story cut and the next-show poster. Preserve a coherent musical moment rather than cutting the performance into disconnected gestures. The act attribution and billing order matter to us as much as the atmosphere. Please work from the supplied performance audio and picture, with their synchronisation intact. The source pack needs a cleared usable performance excerpt before editing can begin.

The commission

 Performance-led social film: 1 named export. The featured performance remains coherent. The act is identified accurately.

 Performance story cut: 1 named export. The main performer remains visible. The next-show action is readable.

 Next-show poster: 1 named export. The billing order matches the lineup. The show date is accurate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",4,20,30,25,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-098-MOT__velvet-hour-social-film-and-story-cutdowns/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-18,held
SB3-099-MOT,Milepost Driving Academy - Scenario clip training library,Motion & Audio,MOTION-19,"Milepost needs short training examples for the listed driving scenarios. Show the manoeuvre clearly enough that a nervous learner can follow the necessary stages, with narration and labels that agree with the approved instruction. The upright example must keep the relevant road context visible. Do not turn a disconnected set of road shots into apparent evidence of a completed manoeuvre. Adequate scenario footage and cleared narration are prerequisites, not something the editor should guess.

Deliverables
1. Driving-scenario training clip: 8 named exports. The manoeuvre is shown without omitting a necessary stage. The narration matches the visual scenario. The instruction agrees with the cleared training copy.
2. Vertical training example: 1 named export. The relevant road context remains visible. The complete instruction is intelligible.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",9,19,99,80,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-099-MOT__milepost-driving-academy-scenario-clip-training-library/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-19,held
SB3-100-MOT,FOLD and GRAIN Studio - Dual-client sizzle and service package,Motion & Audio,MOTION-20,"FOLD and GRAIN needs two distinct client campaign packages and a service-page presentation. Cobbleway should feel bright, warm and honest; Lunara should remain cool and restrained. The films, upright versions and presentation boards must keep those identities separate while demonstrating the same dependable studio service. Build the boards from the actual campaign material, not from unrelated mood images. The longer revised film scope requires additional matching source coverage and cleared music before this commission is released.

Please prepare
- Client campaign film: 2 named exports. The film follows this client's distinct visual identity. The featured product remains faithful to its source.
- Client vertical film: 2 named exports. The client identity is recognisable in this adaptation.
- Client campaign presentation: 2 named exports. The direction is appropriate to this client. The board uses the actual final campaign frames.
- Studio service-page composition: 1 named export. The service offer follows approved copy. The two client examples remain clearly distinct.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",9,57,64,55,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-100-MOT__fold-and-grain-studio-dual-client-sizzle-and-service-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-20,held
