Task code,Task ID,Question ID,Check ID,Deliverable,Output file,Review criterion,Approved reference,Assessment basis,Reference status,Applicability,Status,Answer (Yes/No)
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_03,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Heading clearly dominant; levels distinct.,"{""criterion"":""Typographic hierarchy"",""minor"":""weak (size only)"",""major"":""heading and body indistinguishable"",""output_kind"":""a4""}",subjective_expert_review,,Review Typographic hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_04,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Even padding; consistent throughout.,"{""criterion"":""Spacing & rhythm"",""minor"":""a few inconsistencies"",""major"":""crowded or erratic"",""output_kind"":""a4""}",subjective_expert_review,,Review Spacing & rhythm only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_05,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Logical flow; related items grouped.,"{""criterion"":""Reading flow & grouping"",""minor"":""minor grouping slips"",""major"":""scattered; no clear flow"",""output_kind"":""a4""}",subjective_expert_review,,Review Reading flow & grouping only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_06,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Every record placed; none missing.,"{""criterion"":""Data integrity (merge)"",""minor"":""a couple of minor slips"",""major"":""records missing / duplicated / overflowing"",""output_kind"":""a4""}",subjective_expert_review,,Review Data integrity (merge) only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_07,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,"Aligned, well-cropped, correct aspect.","{""criterion"":""Image placement & crop"",""minor"":""a slightly loose crop"",""major"":""stretched / mis-cropped / misaligned"",""output_kind"":""a4""}",subjective_expert_review,,Review Image placement & crop only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r008/K3_Q1/K3_LAYOUT_08,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Balanced; whitespace used well.,"{""criterion"":""Balance & whitespace"",""minor"":""slightly heavy or sparse"",""major"":""cramped or empty"",""output_kind"":""a4""}",subjective_expert_review,,Review Balance & whitespace only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q1,LAYOUT-32/forecourt-card-r008/K4_Q1/creative_review,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,A clear creative idea shapes the treatment.,"{""commission"":""Forecourt sales card - 4090"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q2,LAYOUT-32/forecourt-card-r008/K4_Q2/creative_review,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The creative direction addresses the commissioned purpose.,"{""commission"":""Forecourt sales card - 4090"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q3,LAYOUT-32/forecourt-card-r008/K4_Q3/creative_review,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The treatment has a distinctive point of view.,"{""commission"":""Forecourt sales card - 4090"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r008/K2_Q3/palette,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Graphic colours follow the approved brand palette.,"{""brand"":""Vanguard Motors"",""palette"":[{""name"":""Midnight"",""hex"":""#161B26""},{""name"":""Vanguard Steel"",""hex"":""#4A5560""},{""name"":""Chrome Silver"",""hex"":""#B7BEC4""},{""name"":""Brushed Pewter"",""hex"":""#8A8E93""},{""name"":""Signal White"",""hex"":""#F2F3F1""},{""name"":""Marque Red"",""hex"":""#8C2A2E""}],""exceptions"":""Photographic colours and explicit brief exceptions are not palette violations.""}",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r008/K2_Q3/typography,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Typography follows the supplied brand type guidance.,"""A confident low contrast serif or sturdy grotesque for the marque and headline, paired with a clean neutral sans for the spec block, price and finance footer. Careful and quiet, neither discount loud nor brochure sparse.""",human_judgement,,Applies when text is present. A style-only brand guide requires expert judgement; no exact font name is invented.,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r008/K2_Q3/logo,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,Logo treatment follows the identity permissions in the brief.,"""The shield artwork is long gone. The only clean version we hold is a photograph of the pressed and painted aluminium plate above the office door, weathered by several winters, carrying the shield at about 180mm. The current stock, specs and prices arrive from the stock feed, and the finance wording is fixed by the broker.""",human_judgement,,Applies when a logo is required or used. Recovery briefs permit reconstruction; do not impose a false locked-logo rule.,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q1,LAYOUT-32/forecourt-card-r008/K5_Q1/message,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,An unbriefed viewer identifies the commissioned message.,"{""commission"":""Forecourt sales card - 4090"",""required_content"":[""The pictured vehicle matches this stock number."",""The finance wording follows the approved text."",""The vehicle specification is readable.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_message_anchor,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q2,LAYOUT-32/forecourt-card-r008/K5_Q2/hierarchy,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer notices the intended focal element first.,"{""commission"":""Forecourt sales card - 4090"",""required_content"":[""The pictured vehicle matches this stock number."",""The finance wording follows the approved text."",""The vehicle specification is readable.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q5,LAYOUT-32/forecourt-card-r008/K5_Q5/audience,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The intended audience understands the message without extra explanation.,"""Private retail buyers aged 35 to 60 who have narrowed the choice online, driven a distance to see one specific car, and are deciding whether this dealer is careful.""",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-H002,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The finance wording follows the approved text.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/H002"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): The finance wording follows the approved text."",""expected"":null}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-H003,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,"At full export size, the vehicle specification text is not cut off.","{""check_id"":""LAYOUT-32/forecourt-card-r008/H003"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): At full export size, the vehicle specification text is not cut off."",""expected"":null}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A006,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved stock number without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A006"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Stock number reads exactly “4090”."",""expected"":""4090""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A007,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved registration without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A007"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Registration reads exactly “YL18 XSN”."",""expected"":""YL18 XSN""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A008,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved marque without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A008"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Marque reads exactly “Vantorre”."",""expected"":""Vantorre""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A009,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved model without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A009"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Model reads exactly “Consort”."",""expected"":""Consort""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A010,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved derivative without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A010"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Derivative reads exactly “2.0 Lux”."",""expected"":""2.0 Lux""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A011,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved year without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A011"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Year reads exactly “2018”."",""expected"":""2018""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A012,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved mileage without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A012"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Mileage reads exactly “47300”."",""expected"":""47300""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A013,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved price without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A013"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Price reads exactly “23950”."",""expected"":""23950""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r008/K5_Q3/detail-A014,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The viewer can read the approved monthly without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r008/A014"",""condition"":""Forecourt sales card - 4090 - Vantorre Consort (forecourt-card-r008.pdf): Monthly reads exactly “349”."",""expected"":""349""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q6,LAYOUT-32/forecourt-card-r008/K5_Q6/implication,Forecourt sales card - 4090 - Vantorre Consort,forecourt-card-r008.pdf,The design does not imply an unsupported factual claim.,"{""approved_copy"":{""stock_number"":""4090"",""registration"":""YL18 XSN"",""marque"":""Vantorre"",""model"":""Consort"",""derivative"":""2.0 Lux"",""year"":""2018"",""mileage"":""47300"",""colour"":""White"",""transmission"":""Automatic"",""fuel"":""Petrol"",""spec_block"":""Service history | Two owners | Leather upholstery | Panoramic roof | Parking sensors | 18in alloys | Heated seats | Keyless entry | Bluetooth"",""price"":""23950"",""monthly"":""349"",""status"":""Available"",""image"":""D:\\StockPro\\Media\\Export\\lot_photo_07.jpg""},""brief"":""BRIEF.md"",""brand"":""Vanguard Motors""}",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K1_Q5,LAYOUT-32/forecourt-card-r009/K1_Q5/blocking_defect,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,No defect blocks the commissioned use of this file.,"""Output contract for forecourt-card-r009. A No needs the exact failed requirement and why it prevents use.""",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q1,LAYOUT-32/forecourt-card-r009/K2_Q1/source_selection,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Placed client artwork comes from the supplied source pack.,"""lot_photo_08.jpg""",human_judgement,,Applies to client artwork that the brief requires reusing. Authorised new drawings or stock imagery are not falsely treated as supplied artwork.,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q2,LAYOUT-32/forecourt-card-r009/K2_Q2/source_permission,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Source changes stay within the permissions in the client brief.,"{""source_files"":""lot_photo_08.jpg"",""permissions"":[""Do not invent names, prices, claims, product features, locations, credentials, records, or documentary events that are absent from the approved inputs."",""Do not silently replace a weak supplied asset. Use it honestly, reject it with a reason, or take only the brief's declared Stock or concept exception."",""Record every omission, substitution, reconciliation, and material quality compromise in the delivery manifest."",""Reconcile records before merge and prove page, row, name, and amount completeness from the delivered artifacts.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q4,LAYOUT-32/forecourt-card-r009/K2_Q4/identity,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The depicted subject retains its identifying features from the source.,"""lot_photo_08.jpg""",human_judgement,,"Applies to an identifiable product, person, logo or distinctive object. Otherwise record not applicable with a reason; do not mark Yes.",not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q5,LAYOUT-32/forecourt-card-r009/K2_Q5/role,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The selected source artwork serves the commissioned purpose.,"{""source_files"":""lot_photo_08.jpg"",""commission"":[""The pictured vehicle matches this stock number."",""The finance wording follows the approved text."",""The vehicle specification is readable.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_01,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,All elements on a consistent grid; even margins.,"{""criterion"":""Grid & alignment"",""minor"":""a few elements off-grid"",""major"":""no consistent grid; ragged"",""output_kind"":""a4""}",subjective_expert_review,,Review Grid & alignment only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_02,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Key element reads first; clear order.,"{""criterion"":""Visual hierarchy"",""minor"":""present but weak"",""major"":""flat / confusing — nothing leads"",""output_kind"":""a4""}",subjective_expert_review,,Review Visual hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_03,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Heading clearly dominant; levels distinct.,"{""criterion"":""Typographic hierarchy"",""minor"":""weak (size only)"",""major"":""heading and body indistinguishable"",""output_kind"":""a4""}",subjective_expert_review,,Review Typographic hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_04,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Even padding; consistent throughout.,"{""criterion"":""Spacing & rhythm"",""minor"":""a few inconsistencies"",""major"":""crowded or erratic"",""output_kind"":""a4""}",subjective_expert_review,,Review Spacing & rhythm only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_05,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Logical flow; related items grouped.,"{""criterion"":""Reading flow & grouping"",""minor"":""minor grouping slips"",""major"":""scattered; no clear flow"",""output_kind"":""a4""}",subjective_expert_review,,Review Reading flow & grouping only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_06,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Every record placed; none missing.,"{""criterion"":""Data integrity (merge)"",""minor"":""a couple of minor slips"",""major"":""records missing / duplicated / overflowing"",""output_kind"":""a4""}",subjective_expert_review,,Review Data integrity (merge) only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_07,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,"Aligned, well-cropped, correct aspect.","{""criterion"":""Image placement & crop"",""minor"":""a slightly loose crop"",""major"":""stretched / mis-cropped / misaligned"",""output_kind"":""a4""}",subjective_expert_review,,Review Image placement & crop only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K3_Q1,LAYOUT-32/forecourt-card-r009/K3_Q1/K3_LAYOUT_08,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Balanced; whitespace used well.,"{""criterion"":""Balance & whitespace"",""minor"":""slightly heavy or sparse"",""major"":""cramped or empty"",""output_kind"":""a4""}",subjective_expert_review,,Review Balance & whitespace only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q1,LAYOUT-32/forecourt-card-r009/K4_Q1/creative_review,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,A clear creative idea shapes the treatment.,"{""commission"":""Forecourt sales card - 3921"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q2,LAYOUT-32/forecourt-card-r009/K4_Q2/creative_review,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The creative direction addresses the commissioned purpose.,"{""commission"":""Forecourt sales card - 3921"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K4_Q3,LAYOUT-32/forecourt-card-r009/K4_Q3/creative_review,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The treatment has a distinctive point of view.,"{""commission"":""Forecourt sales card - 3921"",""brand"":""Vanguard Motors"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r009/K2_Q3/palette,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Graphic colours follow the approved brand palette.,"{""brand"":""Vanguard Motors"",""palette"":[{""name"":""Midnight"",""hex"":""#161B26""},{""name"":""Vanguard Steel"",""hex"":""#4A5560""},{""name"":""Chrome Silver"",""hex"":""#B7BEC4""},{""name"":""Brushed Pewter"",""hex"":""#8A8E93""},{""name"":""Signal White"",""hex"":""#F2F3F1""},{""name"":""Marque Red"",""hex"":""#8C2A2E""}],""exceptions"":""Photographic colours and explicit brief exceptions are not palette violations.""}",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r009/K2_Q3/typography,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Typography follows the supplied brand type guidance.,"""A confident low contrast serif or sturdy grotesque for the marque and headline, paired with a clean neutral sans for the spec block, price and finance footer. Careful and quiet, neither discount loud nor brochure sparse.""",human_judgement,,Applies when text is present. A style-only brand guide requires expert judgement; no exact font name is invented.,not_assessed,
SB3-077-LAY,LAYOUT-32,K2_Q3,LAYOUT-32/forecourt-card-r009/K2_Q3/logo,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,Logo treatment follows the identity permissions in the brief.,"""The shield artwork is long gone. The only clean version we hold is a photograph of the pressed and painted aluminium plate above the office door, weathered by several winters, carrying the shield at about 180mm. The current stock, specs and prices arrive from the stock feed, and the finance wording is fixed by the broker.""",human_judgement,,Applies when a logo is required or used. Recovery briefs permit reconstruction; do not impose a false locked-logo rule.,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q1,LAYOUT-32/forecourt-card-r009/K5_Q1/message,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,An unbriefed viewer identifies the commissioned message.,"{""commission"":""Forecourt sales card - 3921"",""required_content"":[""The pictured vehicle matches this stock number."",""The finance wording follows the approved text."",""The vehicle specification is readable.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_message_anchor,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q2,LAYOUT-32/forecourt-card-r009/K5_Q2/hierarchy,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer notices the intended focal element first.,"{""commission"":""Forecourt sales card - 3921"",""required_content"":[""The pictured vehicle matches this stock number."",""The finance wording follows the approved text."",""The vehicle specification is readable.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q5,LAYOUT-32/forecourt-card-r009/K5_Q5/audience,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The intended audience understands the message without extra explanation.,"""Private retail buyers aged 35 to 60 who have narrowed the choice online, driven a distance to see one specific car, and are deciding whether this dealer is careful.""",human_judgement,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-H002,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The finance wording follows the approved text.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/H002"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): The finance wording follows the approved text."",""expected"":null}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-H003,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,"At full export size, the vehicle specification text is not cut off.","{""check_id"":""LAYOUT-32/forecourt-card-r009/H003"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): At full export size, the vehicle specification text is not cut off."",""expected"":null}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A006,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved stock number without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A006"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Stock number reads exactly “3921”."",""expected"":""3921""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A007,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved registration without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A007"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Registration reads exactly “YG19 QME”."",""expected"":""YG19 QME""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A008,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved marque without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A008"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Marque reads exactly “Crestmoor”."",""expected"":""Crestmoor""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A009,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved model without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A009"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Model reads exactly “Sovereign”."",""expected"":""Sovereign""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A010,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved derivative without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A010"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Derivative reads exactly “SE”."",""expected"":""SE""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A011,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved year without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A011"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Year reads exactly “2019”."",""expected"":""2019""}",human_observation,,,not_assessed,
SB3-077-LAY,LAYOUT-32,K5_Q3,LAYOUT-32/forecourt-card-r009/K5_Q3/detail-A012,Forecourt sales card - 3921 - Crestmoor Sovereign,forecourt-card-r009.pdf,The viewer can read the approved mileage without the brief.,"{""check_id"":""LAYOUT-32/forecourt-card-r009/A012"",""condition"":""Forecourt sales card - 3921 - Crestmoor Sovereign (forecourt-card-r009.pdf): Mileage reads exactly “33900”."",""expected"":""33900""}",human_observation,,,not_assessed,
