i,verified_grade,title,vertical,platform,url,groups,est_calls,orig_v2_grade,audit
3037,express,Need a flyer created for real estate business,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Need%20a%20flyer%20created%20for%20real%20estate%20business,express|layout,6,express,confirm
3040,express,Ongoing Graphic Designer Needed for Fence Company Marketing Assets,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Ongoing%20Graphic%20Designer%20Needed%20,layout|express,6,express,confirm
3043,express,Part-time graphic designer for B2B SaaS marketing team,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Part-time%20graphic%20designer%20for%20B2B%20SaaS%20marketing%20team,express|layout,6,express,confirm
3046,express,Poster Design for Ski Resort,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Poster%20Design%20for%20Ski%20Resort,express|stock,5,express,confirm
3048,express,Premium Brochure Design for Construction Firm,"Real Estate, Construction & Property",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Premium-Brochure-Design-for-Construction,layout|express,7,express,confirm
3059,express,Quality Printable Designs for Online Sale,"Real Estate, Construction & Property",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Quality-Printable-Designs-for-Online,layout,5,partial,under_claim
3064,express,Real Estate Business Card Designer,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Business%20Card%20Designer,express|layout,6,express,confirm
3069,express,Real Estate Flyer Designer Needed,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Flyer%20Designer%20Needed,express|photo,5,express,confirm
3070,express,Real Estate Mailer Design and Creation,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Mailer%20Design%20and%20Creation,express|layout,6,express,confirm
3071,express,Real Estate Marketing Flyer Design,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Marketing%20Flyer%20Design,express,5,express,confirm
3072,express,Real Estate Marketing Material creator,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Marketing%20Material%20creator,layout|express,6,express,confirm
3073,express,Real Estate Marketing Materials Design,"Real Estate, Construction & Property",Freelancer.com,https://www.freelancer.com/projects/lead-generation/Real-Estate-Marketing-Materials-Design,express,5,express,confirm
3074,express,Real Estate Open House Brochure,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Open%20House%20Brochure,layout|express|photo,7,express,confirm
3079,express,Real Estate Postcard Design,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Postcard%20Design,express,5,express,confirm
3080,express,Real Estate Presentation Guide Creation,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Presentation%20Guide%20Creation,express|layout,6,express,confirm
3106,express,Single Instagram giveaway ad design,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Single%20Instagram%20giveaway%20ad%20design,express,4,express,confirm
3109,express,"Social Media Ad Creative Designer — High-Volume, Fast-Turnaround Work (Ongoing)","Real Estate, Construction & Property",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Ad%20Creative%20Designer%20—%20High-Volume,%20Fast-Tu",express,6,express,confirm
3111,express,Social Media Coordinator,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Coordinator,express,6,express,confirm
3112,express,Social Media Creative,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Creative,express|video,7,express,confirm
3156,express,Workplace Brochure,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=Workplace%20Brochure,layout|express|photo,9,express,confirm
3158,express,YouTube Thumbnail Graphic Designer,"Real Estate, Construction & Property",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Graphic%20Designer,express|photo,6,express,confirm
3159,express,(Social Media) Graphic Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=(Social%20Media)%20Graphic%20Designer,express|layout,9,express,confirm
3180,express,Academic Figure Designer Needed for Publication-Quality Conceptual Framework Illustration,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Academic%20Figure%20Designer%20Needed%20for%20Publication-Quality%20Co,layout,4,partial,under_claim
3193,express,Arcade Cabinet Graphics Suite,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/print-design/Arcade-Cabinet-Graphics-Suite,photo|layout,8,partial,under_claim
3197,express,Banner Cleanup for Social Media,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Banner%20Cleanup%20for%20Social%20Media,express|layout,7,express,confirm
3199,express,Banner Media Sosial (LinkedIn Banner),"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/digital-design/Banner-Media-Sosial-LinkedIn-Banner,express,4,express,confirm
3201,express,Bold Lifestyle Thumbnail Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Bold-Lifestyle-Thumbnail-Design,express|photo,5,express,confirm
3202,express,Bold Product Packaging Card Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Bold-Product-Packaging-Card-Design,express|photo,5,express,confirm
3216,express,Business Card Design for SaaS Company,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Business%20Card%20Design%20for%20SaaS%20Company,express,4,express,confirm
3218,express,Canva Design VA - Social Media Content,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Canva%20Design%20VA%20-%20Social%20Media%20Content,express|photo,6,express,confirm
3227,express,Colorful Minimalistic Box Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Colorful-Minimalistic-Box-Design,express|layout,5,express,confirm
3228,express,Colorful Rectangular Packaging Sticker Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/packaging-design/Colorful-Rectangular-Packaging-Sticker,express,4,express,confirm
3229,express,Colorful Storefront Window Graphics,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Colorful-Storefront-Window-Graphics,express|photo|layout,6,partial,under_claim
3233,express,Complete Social Media Graphics Package,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Complete-Social-Media-Graphics-Package,express|photo,11,express,confirm
3243,express,Create a Professional Workflow Organizational Chart (Process Mapping Expert Needed),"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Create%20a%20Professional%20Workflow%20Organizational%20Chart%20(Proce,layout,4,partial,under_claim
3248,express,Creative Social Media Content Designer using Canva & AI Tools,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Creative%20Social%20Media%20Content%20Designer%20using%20Canva%20&%20A,express|photo,7,express,confirm
3254,express,Data Visualisation / Infographic Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Data%20Visualisation%20/%20Infographic%20Designer,layout|express,6,express,confirm
3256,express,Design Deck with App Mockup,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20Deck%20with%20App%20Mockup,express|layout|photo,9,express,confirm
3260,express,Digital Greeting Card designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Digital%20Greeting%20Card%20designer,express|photo,5,express,confirm
3264,express,Dynamic YouTube Thumbnail Design Needed,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Dynamic-YouTube-Thumbnail-Design-Needed,express|photo,5,express,confirm
3266,express,Elegant Instagram Post Designs,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/photoshop/Elegant-Instagram-Post-Designs,express|photo,5,express,confirm
3268,express,Engaging Social Media Graphics Needed,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-creative-cloud/Engaging-Social-Media-Graphics-Needed,express|photo,6,express,confirm
3273,express,Expert Graphic Designer Needed To Design Facebook Ads,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Expert%20Graphic%20Designer%20Needed%20To%20Design%20Facebook%20Ads,express|photo,5,express,confirm
3283,express,Final Exit Visa Story Cover,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Final-Exit-Visa-Story-Cover,express|photo,5,express,confirm
3284,express,Flyer Design for New Business,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Flyer%20Design%20for%20New%20Business,express|photo,5,express,confirm
3292,express,Graphic Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,layout|datamerge|express,8,express,confirm
3294,express,Graphic Designer (Social Media Graphics for Tech Startup),"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20(Social%20Media%20Graphics%20for%20Tech%20Startup,express|photo,6,express,confirm
3297,express,Graphic Designer for Social Media & Branding Projects,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Social%20Media%20&%20Branding%20Projects,express|photo,7,express,confirm
3300,express,Graphic Designer | Corporate Design,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20|%20Corporate%20Design,express|photo|layout,9,express,confirm
3314,express,Infographic Designer for Software Explanation,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Infographic%20Designer%20for%20Software%20Explanation,express|photo|layout,7,express,confirm
3317,express,Instagram Promo Image Creation,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Instagram-Promo-Image-Creation,express|photo,7,express,confirm
3365,express,Marketing Brochure Redesign,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Marketing%20Brochure%20Redesign,express|layout,7,express,confirm
3373,express,Minimalistic Elegance Proposal Submission Form Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Minimalistic-Elegance-Proposal,express|layout,4,express,confirm
3374,express,Minimalistic Social Media Video Editor,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Minimalistic-Social-Media-Video-Editor,video,4,express,confirm
3375,express,Mixed-Style Videos for App Launch,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/motion-graphics/Mixed-Style-Videos-for-App,video|express,6,express,confirm
3388,express,Monthly Basis Video Editing,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Monthly-Basis-Video-Editing,video,5,express,confirm
3392,express,Motion Designer for Social media,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Motion%20Designer%20for%20Social%20media,video|express,5,express,confirm
3394,express,Motion Graphics Editor for App Welcome Screen,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Motion%20Graphics%20Editor%20for%20App%20Welcome%20Screen,video|express,4,express,confirm
3395,express,Motion Graphics Expert for AI Platform,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Motion%20Graphics%20Expert%20for%20AI%20Platform,video|express,5,express,confirm
3396,express,Motion Graphics and AI Video Creator,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Motion%20Graphics%20and%20AI%20Video%20Creator,video|express,5,express,confirm
3397,express,Multi-Platform Social Media Creatives,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Multi-Platform-Social-Media-Creatives-40482879,express|photo|video,12,express,confirm
3403,express,Online Advertisement Poster Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/digital-marketing/Online-Advertisement-Poster-Design,express,5,express,confirm
3406,express,Packaging Sticker Designer Needed (AI Skills Required) – Fast Turnaround,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Sticker%20Designer%20Needed%20(AI%20Skills%20Required)%20–,express|layout,6,express,confirm
3407,express,Part-Time Graphic Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Part-Time%20Graphic%20Designer,express,5,express,confirm
3409,express,Performance Creative Designer (AI Ads) — Meta / Google Ads / YouTube | $600/month,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Performance%20Creative%20Designer%20(AI%20Ads)%20—%20Meta%20/%20Google,express|video,6,express,confirm
3424,express,Post-Production Video & Photo Talent Needed for Client Content Creation,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Post-Production%20Video%20&%20Photo%20Talent%20Needed%20for%20Client%2,video|photo,7,express,confirm
3425,express,Posts IA para LinkedIn,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/ai-art-creation/Posts-para-LinkedIn,express,6,express,confirm
3426,express,Premium Executive Presentation Design,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Premium%20Executive%20Presentation%20Design,express|layout,8,express,confirm
3427,express,Premium Graphic Designer Needed for Social Media Carousels + Brand Visuals,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Premium%20Graphic%20Designer%20Needed%20for%20Social%20Media%20Carouse,express|photo,8,express,confirm
3429,express,Print-Ready Advertising Board Graphics,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/print-design/Print-Ready-Advertising-Board-Graphics,express|photo|layout,12,express,confirm
3430,express,Product Catalog Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Product-Catalog-Design,layout|datamerge|express,9,express,confirm
3433,express,Product Label Design with Locked Elements - SB14,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Product%20Label%20Design%20with%20Locked%20Elements%20-%20SB14,express|layout|datamerge,7,express,confirm
3436,express,Professional 3-4 min Walkthrough Video -- 2,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/video-services/Professional-min-Walkthrough-Video,video,5,express,confirm
3437,express,"Professional Analytical Presentation, Data Visualization, and Business Insight Design Specialist","Technology, SaaS & Startups",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Professional%20Analytical%20Presentation,%20Data%20Visualization,%20an",express|layout|datamerge,9,express,confirm
3439,express,Professional Explainer Video Creation,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Professional%20Explainer%20Video%20Creation,video|express,5,express,confirm
3443,express,Professional PowerPoint & Presentation Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Professional%20PowerPoint%20&%20Presentation%20Designer,express|layout,7,express,confirm
3444,express,Professional Tutorial Video Editing,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Professional-Tutorial-Video-Editing-40484699,video,4,express,confirm
3446,express,"Promotional PDF Brochure create with complete information on benefits, pricing, what is missing out, detailed information and breakout of al","Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/marketing/Promotional-PDF-Brochure-create-with,express|layout,7,express,confirm
3452,express,Reel Video editing,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Reel%20Video%20editing,video,4,express,confirm
3453,express,Reels-Centric Social Media Content,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Reels-Centric-Social-Media-Content,video,5,express,confirm
3454,express,Regular Video Editor Needed,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Regular-Video-Editor-Needed,video,4,express,confirm
3459,express,Romantic Birthday Video Edit,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/video-post-editing/Romantic-Birthday-Video-Edit,video|stock,5,express,confirm
3460,express,SAAS explainer video,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=SAAS%20explainer%20video,video,6,express,confirm
3471,express,Short App Explainer Video (Motion Graphics + App Footage),"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Short%20App%20Explainer%20Video%20(Motion%20Graphics%20+%20App%20Foota,video|express,5,express,confirm
3472,express,Short Form Ad for Facebook,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Short%20Form%20Ad%20for%20Facebook,video|express,5,express,confirm
3474,express,Sistema de Cartelería Digital Simple,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/web-development/Sistema-Carteler-Digital-Simple,express|video,7,express,confirm
3478,express,Social Media Creative Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/graphic-design/Social-Media-Creative-Design-40482602,express|video,8,express,confirm
3479,express,Social Media Graphic Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Graphic%20Designer,express,6,express,confirm
3480,express,Social Media Graphics Creation,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Social-Media-Graphics-Creation-40493060,express|video|layout,8,express,confirm
3481,express,Social Media Marketing & Design Manager,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Marketing%20&%20Design%20Manager,express,5,express,confirm
3482,express,Social Media Promo Video Editing,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/color-grading/Social-Media-Promo-Video-Editing-40488494,video,5,express,confirm
3483,express,Social Media Video Editing,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Social-Media-Video-Editing-40484622,video,4,express,confirm
3484,express,Social Media Video Editing Assistance,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Social-Media-Video-Editing-Assistance,video,3,express,confirm
3487,express,Targeted Resume Creation,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Targeted%20Resume%20Creation,express,4,express,confirm
3488,express,Tech-Focused Social Media Graphics,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Tech-Focused-Social-Media-Graphics,express,6,express,confirm
3490,express,Trade Show Booth Graphic Design,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Trade%20Show%20Booth%20Graphic%20Design,express|layout|photo,9,express,confirm
3493,express,Transform Event Footage Seamlessly,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Transform-Event-Footage-Seamlessly,video,4,express,confirm
3496,express,Two AI-Generated Marketing Videos,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/ai-video/Two-Generated-Marketing-Videos,video|express,5,express,confirm
3509,express,URGENT! Graphic Designer Needed – Premium Bi-Fold Product Brochure for a SAAS Product.,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=URGENT!%20Graphic%20Designer%20Needed%20–%20Premium%20Bi-Fold%20Produc,express|layout,7,express,confirm
3523,express,Vibrant Social & Web Graphics,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Vibrant-Social-Web-Graphics,express,10,express,confirm
3527,express,Video Editing Template Library,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editing%20Template%20Library,express|video,6,express,confirm
3531,express,Video Editor / Motion Graphics Designer (Backup Editor — Ongoing Potential),"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20/%20Motion%20Graphics%20Designer%20(Backup%20Editor%2,express|video,5,express,confirm
3532,express,Video Editor Needed for Short Intro Video (Motion Graphics + Visual Editing),"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20Needed%20for%20Short%20Intro%20Video%20(Motion%20Grap,express|video,4,express,confirm
3548,express,YouTube Thumbnail Designer,"Technology, SaaS & Startups",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Designer,express|photo,5,express,confirm
3554,express,iOS App Screenshot Design,"Technology, SaaS & Startups",Freelancer.com,https://www.freelancer.com/projects/app-designer/iOS-App-Screenshot-Design,express|photo,7,express,confirm
3558,express,"Expert Graphic Designer Wanted for High-End Social Media Banners (YouTube, LinkedIn, Facebook)","Technology, SaaS & Web",Upwork,https://www.upwork.com/nx/search/jobs/,express|photo,9,express,confirm
3566,express,"30""x30"" Poster Design for Airport",Video Editing & Motion Graphics,Upwork,"https://www.upwork.com/nx/search/jobs/?q=30""x30""%20Poster%20Design%20for%20Airport",express|stock,5,express,confirm
3575,express,After Effects Video Text Editor,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=After%20Effects%20Video%20Text%20Editor,express|video,5,express,confirm
3584,express,Beginner Graphic Design Projects,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Beginner%20Graphic%20Design%20Projects,express|photo,8,express,confirm
3587,express,Brochure Creation for Business,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Creation%20for%20Business,express|layout,5,express,confirm
3599,express,Company Brochure Preparation,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Company%20Brochure%20Preparation,express|layout,6,express,confirm
3612,express,Design a Product Catalog PDF,Video Editing & Motion Graphics,PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/design-a-product-catalog-pdf-4496982,express|layout|datamerge,9,express,confirm
3621,express,Enhance PPT Presentation and Graphics,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Enhance%20PPT%20Presentation%20and%20Graphics,express|layout,6,express,confirm
3624,express,Expert Photoshop Designer Required,Video Editing & Motion Graphics,Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Expert-Photoshop-Designer-Required,photo,4,partial,under_claim
3625,express,Facebook Ad Creation and Management,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Facebook%20Ad%20Creation%20and%20Management,express,5,express,confirm
3629,express,Flyer Design for Promotion,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Flyer%20Design%20for%20Promotion,express,4,express,confirm
3633,express,Graphic Designer,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,express|layout,8,express,confirm
3635,express,Graphic designer,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20designer,express|layout,8,express,confirm
3662,express,Modern Social Media Thumbnail,Video Editing & Motion Graphics,Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Modern-Social-Media-Thumbnail,express|photo,5,express,confirm
3682,express,Need a graphic designer who can finish a slide presentation,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Need%20a%20graphic%20designer%20who%20can%20finish%20a%20slide%20prese,express|layout,6,express,confirm
3697,express,PowerPoint Presentation Enhancement,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Enhancement,express|layout,5,express,confirm
3698,express,PowerPoint Presentation Redesign,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Redesign,express|layout,5,express,confirm
3699,express,PowerPoint Presentation Template Design,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Template%20Design,express|layout,6,express,confirm
3700,express,PowerPoint Presentation Upgrade,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Upgrade,express|layout,5,express,confirm
3701,express,PowerPoint Presentation and Brochure,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20and%20Brochure,express|layout,8,express,confirm
3702,express,PowerPoint Presentation for Technical Application,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20for%20Technical%20Application,express|layout,6,express,confirm
3704,express,Presentation Design with Quick Turnaround,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Design%20with%20Quick%20Turnaround,express|layout,7,express,confirm
3732,express,Update Slideshow Presentation Content,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Update%20Slideshow%20Presentation%20Content,layout|express,5,express,confirm
3734,express,Urgent Hindi Promo Reel,Video Editing & Motion Graphics,Freelancer.com,https://www.freelancer.com/projects/video-editing/Urgent-Hindi-Promo-Reel,express|video|audio,8,express,confirm
3738,express,VSL Editor Needed,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=VSL%20Editor%20Needed,video|audio,5,express,confirm
3744,express,Video Editing,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editing,video,4,express,confirm
3746,express,Video Editing for Humanitarian Trip,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editing%20for%20Humanitarian%20Trip,video|photo|audio,8,express,confirm
3747,express,Video Editing with Motion Graphics,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editing%20with%20Motion%20Graphics,video|express,6,express,confirm
3750,express,Video Editor,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor,video|photo|audio,8,express,confirm
3751,express,Video Editor & Motion Graphics Designer (After Effects + Mister Horse) – Spanish Required,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20&%20Motion%20Graphics%20Designer%20(After%20Effects%2,video|express,4,express,confirm
3752,express,Video Editor (After Effects),Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20(After%20Effects),video|audio,5,express,confirm
3753,express,Video Editor Required - Adobe premier pro,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20Required%20-%20Adobe%20premier%20pro,video|audio,5,express,confirm
3754,express,Video Editor for Entrepreneur Content,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20for%20Entrepreneur%20Content,video|express,5,express,confirm
3755,express,Video Editor for Video Editing,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20for%20Video%20Editing,video|express,5,express,confirm
3774,express,YouTube Thumbnail Design,Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Design,express|photo,4,express,under_claim
3775,express,YouTube Thumbnail Designer (Minimalist Style),Video Editing & Motion Graphics,Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Designer%20(Minimalist%20Style),express|photo,5,express,confirm
3793,express,Canva Designer Needed for Editable Wedding Template Pack (10 Pages + 3 Cover Concepts),Wedding & Stationery,Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,10,express,confirm
