family,category,task_type,title,feasibility,note,source,date,vertical,url,mcp_workflow,input_assets,brief
Express Template Design,Social Media Graphics,Elegant/classy Instagram post set,Elegant Instagram Post Designs,template,Template provides the elegant layout; exact 'classy' font/colour styling and bespoke ornamentation need a human in Express. fill_text changes copy only.,freelancer,2026-06-04,"Technology, SaaS & Startups",https://www.freelancer.com/projects/photoshop/Elegant-Instagram-Post-Designs,search_design (Express elegant IG post template) -> fill_text (quote/product/testimonial copy) -> asset_add_file (logo + product photos) -> image_crop_and_resize (1080x1080) -> asset_preview_file,Brand colour palette (flexible) | Content type — confirm (product promo / quotes / testimonials; brief left blank) | Logo + any product photos | Copy per post | Target: Instagram feed 1080x1080,"I'm looking for a talented graphic artist to create Instagram posts. The preferred style is elegant and classy.  Requirements: - Create visually appealing posts, primarily focused on [please specify content type, e.g., product promotions, inspirational quotes, customer testimonials]. - Incorporate my brand color palette, with the flexibility for modifications.  Ideal Skills and Experience: - Strong portfolio showcasing elegant and classy designs. - Experience in creating Instagram content. - Proficiency in design software (e.g., Adobe Photoshop, Illustrator). - Ability to work within brand guidelines and adapt to feedback.  Please include samples of relevant work."
Express Template Design,Social Media Graphics,FB/IG/Twitter post + story + ad-banner set,Social Media Graphics,template,Three asset types built from templates; PSD/AI layered source and precise brand styling need a human. fill_text changes copy only.,freelancer,2026-06-04,"Music, Film, Publishing & Media",https://www.freelancer.com/projects/social-media-marketing/Social-Media-Graphics-40489884,search_design (Express post / story / ad-banner templates) -> fill_text (campaign messaging) -> asset_add_file (logo + photos) -> image_crop_and_resize (FB/IG/Twitter feed + vertical story + banner sizes) -> asset_preview_file,"Logo + colour palette | Sample messaging/copy per asset | Photos/imagery | Targets: FB, IG, Twitter — feed posts, vertical stories, ad banners","I want to refresh my Facebook, Instagram, and Twitter feeds with a consistent, eye-catching look. Specifically, I need three sets of assets for each platform:  • Scroll-stopping post images that match my brand voice and current campaigns   • Vertical story images formatted for each network’s recommended dimensions   • High-performing ad banners ready for paid promotions  Please design with current platform specs in mind and supply layered source files (PSD or AI) alongside ready-to-publish PNG/JPEG exports. I’ll share my logo, colour palette, and sample messaging once we start. Two quick revision rounds should be plenty; the goal is a polished, cohesive package I can roll out immediately."
Express Template Design,Social Media Graphics,On-brand assets (social posts / web banners / one-pagers / slides),Graphic Design Aligned with Brand Standards,template,Connector fills brand content into templates; strict pixel-perfect adherence to the style guide (exact fonts/spacing) needs a human in Express. fill_text changes copy only.,freelancer,2026-06-03,"Party, Events & Promotion",https://www.freelancer.com/projects/adobe-photoshop/Graphic-Design-Aligned-with-Brand,search_design (Express social post / banner / flyer / presentation template) -> fill_text (client copy) -> asset_add_file (logo lock-ups + imagery from style guide) -> document_convert_pdf (printable one-pager PDF) -> image_crop_and_resize (per channel) -> asset_preview_file,"Full brand style guide (logo lock-ups, palette, type rules, sample layouts) | Copy for the first assignment | Imagery matching the brand tone | Exact format of first piece — confirm (social / banner / one-pager / slide)","I’m looking for a skilled designer who can create fresh visual assets while staying strictly inside my existing brand guidelines. You’ll receive the full style guide—logo lock-ups, colour palette, typography rules, imagery tone, even sample layouts—and every piece you produce must fit seamlessly within that framework.  The exact formats are still flexible. I may need anything from eye-catching social posts and web banners to printable one-pagers or presentation slides, so versatility is important. What matters most is that each design feels cohesive with the rest of the brand and is delivered on time.  Please share: • Examples where you worked under established brand rules   • Your preferred tools (Illustrator, Photoshop, InDesign, Figma, etc.)   • Typical turnaround for first drafts and revisions    Final artwork should arrive as fully editable source files plus export-ready PNG, JPG or PDF, named and organised for easy hand-off. Let me know how you would tackle the first assignment and we can get started right away."
Video & Audio,Video Cut & Reframe,Short-form social promo cuts (9:16 + 16:9),Clean Social Promo Video Edits,partial,"Connector trims to the core message, reframes per platform and balances audio; a human adds the lower-thirds/captions, minimal-aesthetic colour grade and reusable template.",freelancer,2026-06-03,"Music, Film, Publishing & Media",https://www.freelancer.com/projects/adobe-premiere-pro/Clean-Social-Promo-Video-Edits,asset_add_file (raw footage) -> video_create_quick_cut (trim to 15-60s core message) -> video_resize (9:16 vertical + 16:9 YouTube master) -> media_enhance_speech (balance/clean audio) -> asset_preview_file,"Raw footage stream (files/URLs) | Brand colours + fonts (for lower-thirds) | Reference edits for pacing | Targets: vertical 9:16 (IG/Shorts/TikTok/Twitter) + occasional horizontal YouTube master, 15-60s","I’m looking to turn a regular stream of raw footage into polished short-form content that’s ready to publish across Instagram, YouTube Shorts, TikTok, and Twitter. Every cut should feel crisp, uncluttered, and on-brand—think clean, minimalistic pacing rather than flashy transitions.  Here’s what I need from you:  Trim and arrange clips to tell the core message in 15–60 seconds.  Add simple lower-thirds or captions where context helps, always sticking to a minimal aesthetic.  Colour-correct and balance audio so the final export looks consistent on mobile screens.  Deliver vertical (9:16) versions, plus occasional horizontal masters for YouTube.  Provide project files or a reusable template so I can request quick tweaks down the line.  BIG BONUS: Do you own a Mac? Since this product is a private AI agent built natively for macOS, having a Mac is a massive plus. If you have one, we will give you full access to the product so you can run it locally on your machine. This allows you to not only edit supplied footage but actually test the product, discover unique workflows, and capture your own raw screen-recordings to test new video ideas.  I’ll supply the initial footage, brand colours, fonts, and reference edits. If you work in Premiere Pro, Final Cut, or DaVinci Resolve, that’s perfect—just keep the workflow organised.  Turnaround on the first video will be our test run; once that’s approved, we’ll roll into a steady schedule. If you thrive on keeping things clear, cohesive, and scroll-stopping without overdoing the effects, let’s get started."
Video & Audio,Video Cut & Reframe,"Instagram Reels (1080x1920, <=60s)",Instagram Video Content Creator,partial,"Connector cuts and reframes to spec and cleans audio; a human adds on-screen text/captions, royalty-free audio sync and the concept storytelling.",freelancer,2026-06-03,"Music, Film, Publishing & Media",https://www.freelancer.com/projects/social-media-marketing/Instagram-Video-Content-Creator-40489231,asset_add_file (raw clips + product images) -> video_create_quick_cut (cut to <=60s reel) -> video_resize (reframe to 1080x1920) -> media_enhance_speech (clean audio) -> asset_preview_file,"Raw clips + product images | Branding guidelines + previous posts for style | Concept outline per clip (client-approved) | Royalty-free audio choice | Target: 1080x1920 MP4, <=60s, one revision/clip","I need fresh, scroll-stopping videos made specifically for my Instagram account—no Facebook or Twitter assets, just pure Instagram content. The task is to plan, craft and hand over short vertical clips that fit my brand and encourage engagement.  What I expect from each post: • A simple concept outline approved before you edit   • Final video in 1080×1920, up to 60 seconds, ready to publish as a Reel or feed video   • On-screen text, captions and royalty-free audio where it helps tell the story   • A quick caption plus 5–10 relevant hashtags    I’ll share my branding guidelines, previous posts and any product images you might need. Please deliver the finished MP4s through a shared drive and allow one revision round per clip. Once the first sample meets the criteria we can switch to a steady flow of new videos."
Express Template Design,Social Media Graphics,Single Instagram post — 1080x1350,Canva Social Media Design Work”,template,"Client wants an editable Canva file specifically; the connector delivers an equivalent Express template + exports, not a native Canva link, and fill_text changes copy only (font/colour tweaks need a human).",freelancer,2026-06-03,"Party, Events & Promotion",https://www.freelancer.com/projects/canva/Canva-Social-Media-Design-Work,"asset_add_file (reference photos + logo) -> search_design (Express IG portrait post template) -> fill_text (client copy, kept in safe zones) -> image_crop_and_resize (1080x1350) -> asset_preview_file","Post copy (supplied) | Brand palette | Reference photos | Target: Instagram 1080x1350 px, JPG + PNG","I need an eye-catching Instagram post created directly in Canva. The goal is to stop the scroll with clean typography, on-brand colours and smart use of imagery, all while keeping text within Instagram’s safe zones.    I will supply the copy, brand palette and any reference photos as soon as we start; you weave them into a polished layout that feels fresh and professional. I prefer that you work inside Canva so I can easily tweak future versions myself.  Deliverables   • Editable Canva link with all fonts and assets properly organised   • High-resolution JPG and PNG exports (1080×1350 px) ready for upload    I’m happy to answer any sizing or brand guideline questions up front so the first draft is already close to final. If this turns out well, I have a steady stream of posts that need the same treatment."
Express Template Design,Social Media Graphics,FB/IG/Twitter profile + post + cover/header set,Complete Social Media Graphics Package,template,Profile/post/cover set built from templates; editable AI/PSD source and exact brand styling need a human. fill_text changes copy only.,freelancer,2026-06-03,"Technology, SaaS & Startups",https://www.freelancer.com/projects/adobe-illustrator/Complete-Social-Media-Graphics-Package,"search_design (Express profile / post / cover templates) -> fill_text (brand copy) -> asset_add_file (logo + reference imagery) -> image_crop_and_resize (per-platform profile, post, cover/header sizes) -> asset_preview_file","Logo + brand colours | Reference imagery | Any post copy | Targets: Facebook, Instagram, Twitter — profile pics, post images, cover/header photos at current specs","I’m revamping my brand’s presence on Facebook, Instagram, and Twitter and need a cohesive set of graphics that look sharp on every feed. The job covers everything visual for these three platforms—profile pictures, engaging post images, and eye-catching cover or header photos—each sized and optimized to current platform specifications.  Consistency across channels is key, so the colour palette, fonts, and overall style should align seamlessly. If you work in Adobe Illustrator, Photoshop, or even Canva, that’s perfect; just be sure the final files are editable so I can tweak copy or swap photos later if needed.  Deliverables • Platform-ready profile pictures (FB, IG, TW)   • Post image templates ready for quick text/photo swaps   • Cover or header photos formatted to each site’s latest guidelines   • Source files (AI/PSD or layered Canva links) plus exported PNG/JPG versions  I’ll provide my logo, brand colours, and any reference imagery as soon as we kick off. Let me know your turnaround time and a quick outline of your creative process so we can get started right away."
Express Template Design,Social Media Graphics,Tech-brand social templates (IG/FB/Twitter/TikTok) + light animation,Tech-Focused Social Media Graphics,template,Mood board from existing assets + templated posts + animate_design for simple motion; the bespoke style guide and exact gradient/type system need a human. fill_text changes copy only.,freelancer,2026-06-03,"Technology, SaaS & Startups",https://www.freelancer.com/projects/social-media-marketing/Tech-Focused-Social-Media-Graphics,create_firefly_board (tech-theme mood board from supplied assets) -> search_design (Express tech social template) -> fill_text (copy) -> asset_add_file (logo + imagery) -> animate_design (simple motion/micro-interaction) -> image_crop_and_resize (per platform) -> asset_preview_file,"Brand logo + existing assets for mood board | Copy per post | Brand colour/gradient + font preferences | Targets: Instagram, Facebook, Twitter, TikTok — static + short animations","I’m looking for a creative partner who can give our feeds a unified, unmistakably tech-driven look and feel. The objective is simple: every post should reinforce our brand identity and grow awareness among our audience.    The core of the work is designing eye-catching, on-brand visuals for Instagram, Facebook, Twitter and TikTok. Think clean lines, modern type, subtle gradients and the kind of subtle motion or micro-interactions that resonate with a tech-savvy crowd. Each graphic needs to be sized correctly for its platform while retaining a consistent aesthetic across all four channels.    To keep collaboration smooth, here’s what I need from you:   • Concept and mood board that captures the tech theme before full production   • Platform-specific templates (static and, where it adds value, short animations) delivered in editable source files and ready-to-post exports   • A concise style guide outlining colors, fonts and usage rules so any future pieces stay on brand   • Two rounds of revisions per asset to fine-tune details without slowing momentum    If you’re comfortable scheduling the finished posts or advising on optimal posting cadence, that’s a welcome bonus, but the primary deliverable is stellar graphics that elevate our brand presence. Let’s make our social channels look as innovative as the technology we build."
Express Template Design,Logos (template),Wordmark logo + square post + cover/header ('For our future'),Future-Focused Logo & Social Graphics,template,A wordmark logo can come from a template + vectorize; a truly original bespoke logo mark/symbol and the design-rationale judgment need a human. fill_text changes copy only.,freelancer,2026-06-03,"Technology, SaaS & Startups",https://www.freelancer.com/projects/branding/Future-Focused-Logo-Social-Graphics,search_design (Express wordmark-logo template) -> fill_text ('For our future') -> font_recommend (forward-looking pairing) -> image_vectorize -> document_render_vector (AI/SVG + PNG/JPG) -> search_design (Express square post + cover template) -> fill_text (copy) -> asset_preview_file,"Brand name text: 'For our future' | Colour/typography direction (optimistic, fresh) | Logo shown on light + dark backgrounds | Deliverables: AI/SVG + PNG/JPG logo, 1x square post, 1x cover/header","I’m preparing to launch a new initiative called “For our future” and I need a visual identity that feels fresh, optimistic, and memorable. I don’t have any existing brand guidelines, so I’m looking for a designer who can define the look and feel right from the start and show how it extends across key social platforms.  What I’m looking for in your submission: • A primary logo delivered in editable vector format (AI/SVG) plus PNG/JPG exports.   • A complementary color palette and suggested typography that capture the forward-looking spirit of the name.   • At least two ready-to-use social media graphics: one square post template and one cover/header image that demonstrate the logo, colors, and fonts in context.    Show the logo on both light and dark backgrounds and provide a short note explaining your design rationale and color choices.   I’ll choose the entry that best balances originality, clarity, and versatility across digital channels, then award the prize so the winning designer can hand over the packaged files. Good luck, and thanks for shaping the visual future of “For our future.”"
Express Template Design,Presentations,Multi-slide presentation deck (content supplied),Canva Presentation Design Needed,template,"Deck built from an Express presentation template; client specifically wants an editable Canva link and PPT — connector gives an Express template + PDF, and fill_text changes slide copy only (layout/animation polish needs a human).",freelancer,2026-06-03,General / Cross-Industry Branding & Graphics,https://www.freelancer.com/projects/adobe-illustrator/Canva-Presentation-Design-Needed,asset_add_file (brand colours/fonts + existing artwork) -> search_design (Express presentation template) -> fill_text (slide content) -> animate_design (subtle slide animation) -> document_convert_pdf (export PDF) -> asset_preview_file,Mapped-out slide content (supplied) | Brand colours + fonts | Existing artwork to place | Mood preference (minimalist / corporate / creative) | Deliverables: PDF + PPT + editable link,"I have all of my content mapped out and now need a skilled Canva designer to turn it into a polished presentation. Because the entire project will be built inside Canva, I’ll send you my brand colours, fonts and any existing artwork in a shared folder; you simply work your magic on the slides, then hand back an editable Canva link so I can tweak text later if needed.  The focus is exclusively on presentations—not social posts or marketing flyers—so please bring ideas on layout, visual flow and subtle animation that keep an audience engaged from the first slide to the last. I’m open to different moods, whether minimalist, corporate or something more creative, as long as the final deck looks cohesive and professional.  Deliverable: • Fully-designed Canva presentation, ready for download as PDF and PPT, plus the editable Canva link."
Express Template Design,Social Media Graphics,Social poster master adapted for IG/FB/Twitter,Canva Social Media Poster Design,template,"One master adapted across platforms via template; client wants editable Canva links — connector delivers Express template + exports, and fill_text changes copy only.",freelancer,2026-06-03,"Music, Film, Publishing & Media",https://www.freelancer.com/projects/canva/Canva-Social-Media-Poster-Design-40487994,"asset_add_file (reference imagery + logo) -> search_design (Express social poster template) -> fill_text (client copy) -> image_crop_and_resize (IG/FB/Twitter sizes, RGB 72dpi) -> asset_preview_file","Brand colours + fonts | Reference imagery | Poster copy/ideas | Targets: Instagram, Facebook, Twitter; RGB 72dpi PNG/JPG","I’m looking for a designer who can jump straight into Canva and turn my ideas into clean, modern social-media posters. I’ll send over the current brand colours, fonts, and any reference imagery so you can stay perfectly on-brand without extra back-and-forth.    The goal is to have scroll-stopping visuals that I can publish on Instagram, Facebook, and Twitter the moment they land in my inbox. Each graphic should be sized correctly for its platform, export-ready (RGB, 72 dpi, PNG/JPG), and saved as an editable Canva file so small text tweaks are still possible later.  Deliverables   • One eye-catching master layout adapted for Instagram, Facebook, and Twitter   • Editable Canva links plus flattened exports for immediate upload    If you can start right away and keep the look fresh, I’m ready to collaborate today."
Express Template Design,Ads & Marketing,Facebook/Instagram single-image ads — 6-8 variations,Facebook Ads for Kids Apparel,template,Ads assembled from templates with supplied assets/copy; layered PSD/AI source and pixel-exact brand styling need a human. fill_text changes copy only.,freelancer,2026-06-02,Education & Children,https://www.freelancer.com/projects/adobe-photoshop/Facebook-Ads-for-Kids-Apparel,"asset_add_file (product + lifestyle photos, logo) -> image_remove_background (product cut-outs where needed) -> search_design (Express FB/IG ad template) -> fill_text (headlines + primary text + price/promo) -> image_crop_and_resize (feed 1080x1080 / 1200x628 + story 1080x1920) -> asset_preview_file",Product photos + lifestyle shots | Logos + brand colours | Headlines + supporting copy + price points/promos (supplied) | Count: 6-8 ad variations (+ A/B colour/headline swaps) | Meta specs incl. 20%-text guidance; feed + story placements,"I have a fresh set of product photos, lifestyle shots, logos and brand colors ready to go for the launch of our new kids-wear line. I also have headlines and supporting text to send. What I need now is a small, tidy library of finished single-image ads that I can drop straight into Meta Ads Manager.   The focus is simple: turn my existing assets into attention-grabbing Facebook and Instagram creatives that speak directly to parents with young children. I’m open to your guidance on the exact dimensions that tend to perform best in feed and story placements, as long as the final files meet Meta’s current specs and are delivered in both editable (PSD/AI) and ready-to-upload (PNG/JPG) formats.  Deliverables • 6–8 polished single-image ad variations highlighting key products, price points or promos   • Each file layered and editable, with exports optimised for web   • Clear, punchy primary text and headlines (optional but appreciated)    Once you’ve worked your magic, I’ll handle the targeting and campaign setup myself—so just make sure the creatives pop, follow Meta’s 20% text guidance, and feel cohesive with the brand assets I provide. If you have ideas for A/B elements such as alternate colour treatments or headline swaps, include them; the more testable options, the better.  Looking forward to seeing how you can turn our raw visuals into scroll-stopping ads that excite parents and move product on launch day."
Express Template Design,Social Media Graphics,Cohesive IG/FB/X social set (feed + story),Engaging Social Media Graphics Needed,template,Cohesive set from templates; editable PSD/AI/Figma source and exact brand styling need a human. fill_text changes copy only.,freelancer,2026-06-02,"Technology, SaaS & Startups",https://www.freelancer.com/projects/adobe-creative-cloud/Engaging-Social-Media-Graphics-Needed,search_design (Express social post + story template) -> fill_text (client copy) -> asset_add_file (brand assets + logo) -> image_crop_and_resize (feed + story per platform) -> asset_preview_file,"Brand colour palette + fonts + tone | Logo + imagery | Copy per post | Targets: Instagram, Facebook, X/Twitter — feed + story dimensions","I’m after fresh, scroll-stopping social media graphics to boost my online presence. This is firmly a design and creative job—specifically graphic design geared toward social channels.    Here’s what I need:   • A cohesive set of visuals sized for Instagram, Facebook, and X/Twitter (feed and story dimensions).   • Designs that respect my existing color palette, fonts, and tone (I’ll supply brand assets as soon as we start).   • Editable source files (PSD, AI, or Figma) plus ready-to-post PNGs/JPEGs optimised for each platform.    Clean typography, balanced layouts, and a modern aesthetic are important to me. If you’re comfortable working with Adobe Creative Cloud or Figma and can turn around polished graphics quickly, let’s talk—I’m ready to get started right away and provide clear, timely feedback as we move from draft to final."
